year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2015.3565,,,41.94,
2015.3837,,,40.24,
2015.4108,,,42.44,
2015.438,,,43.64,
2015.465,,,44.54,
2015.4923,,,45.94,
2015.5194,,,45.44,
2015.5465,,,46.64,
2015.5736,,,47.74,
2015.6009,,,50.74,
2015.628,,,50.74,
2015.6551,,,55.94,
2015.6823,,,57.54,
2015.7094,,,56.94,
2015.7366,,,59.64,
2015.7637,,,60.94,
2015.7909,,,62.04,
2015.8181,,,64.24,
2015.8452,,,60.44,
2015.8723,,,56.44,
2015.8995,,,58.64,
2015.9267,,,58.34,
2015.9538,,,56.14,
2015.981,,,54.24,
2016.008,,,49.34,
2016.0353,,,51.94,
2016.0624,,,54.84,
2016.0896,,,50.74,
2016.1167,,,52.84,
2016.1228,,,,51.14
2016.1438,,,51.34,50.84
2016.171,,,51.34,50.84
2016.1959,,,,48.44
2016.1981,,,49.14,
2016.2252,,,51.74,52.54
2016.2513,,,49.84,
2016.2524,,,,49.24
2016.2795,,,48.84,
2016.2796,,,,49.04
2016.3066,,,,47.34
2016.3067,,,47.54,
2016.3338,,,47.34,
2016.3339,,,,46.84
2016.361,,,47.04,46.94
2016.3881,,,45.54,46.54
2016.4153,,,48.34,48.54
2016.4424,,,48.34,
2016.4425,,,,48.34
2016.4696,,,50.74,50.44
2016.4967,,,48.94,49.14
2016.5238,,,48.84,
2016.5239,,,,49.04
2016.5511,,,49.94,49.64
2016.5782,,,48.74,48.04
2016.6053,,,49.64,48.84
2016.6325,,,50.04,49.14
2016.6596,,,55.04,
2016.6597,,,,54.74
2016.6868,,,57.34,57.44
2016.7139,,,57.14,58.84
2016.7411,,,55.94,58.44
2016.7683,,,,57.04
2016.7954,,,,60.34
2016.8225,,,,60.94
2016.8497,,,,62.54
2016.8769,,,,62.74
2016.904,,,,65.34
2016.9298,,,,61.04
2016.9583,,,,57.94
2016.9854,,,,55.64
2017.0126,,,,53.84
2017.0397,,,,54.34
2017.0669,,,,52.24
2017.094,,,,48.94
2017.1211,,,,48.54
2017.1483,,,,48.04
2017.1755,,,,49.14
2017.2026,,,,49.04
2017.2297,,,,49.44
2017.2569,,,,50.54
2017.284,,,,48.54
2017.3111,,,,48.44
2017.3383,,,,48.04
2017.3655,,,,47.34
2017.3926,,,,44.24
2017.4198,,,,47.04
2017.447,,,,46.94
2017.4741,,,,47.44
2017.5012,,,,49.04
2017.5284,,,,49.84
2017.5555,,,,50.34
2017.5827,,,,55.04
2017.6098,,,,54.24
2017.637,,,,55.14
2017.6641,,,,57.44
2017.6913,,,,60.84
2017.7185,,,,62.34
2017.7456,,,,60.74
2017.7727,,,,61.64
2017.7999,,,,63.84
2017.8271,,,,65.54
2017.8542,,,,66.84
2017.8813,,,,65.84
2017.9085,,,,65.64
2017.9356,,,,64.04
2017.9628,,,,63.04
2017.9899,,,,58.64
2018.017,,,,57.44
2018.0442,,,,57.24
2018.0713,,,,57.04
2018.0985,,,,56.44
2018.1256,,,,51.84
2018.1527,,,,50.04
2018.18,,,,53.54
2018.207,,,,53.34
2018.2342,,,,51.74
2018.2613,,,,49.54
2018.2886,,,,50.74
2018.3156,,,,50.84
2018.3428,,,,51.24
2018.37,,,,51.04
2018.3971,,,,49.64
2018.4242,,,,50.74
2018.4513,,,,50.94
2018.4786,,,,50.64
2018.5057,,,,51.74
2018.5328,,,,54.24
2018.56,,,,55.24
2018.5871,,,,55.34
2018.6143,,,,56.84
2018.6415,,,,58.24
2018.6686,,,,60.54
2018.6958,,,,64.44
2018.7229,,,,65.04
2018.75,,,,68.94
2018.7772,,,,67.54
2018.8044,,,,69.04
2018.8315,,,,70.84
2018.8586,,,,68.34
2018.8858,,,,66.84
2018.9129,,,,64.34
2018.9401,,,,63.94
2018.9673,,,,63.04
2018.9944,,,,62.74
2019.0215,,,,59.64
2019.0486,,,,63.34
2019.0758,,,,59.34
2019.103,,,,60.54
2019.1301,,,,58.84
2019.1463,,,,58.04
2019.1877,,,,58.14
2019.2115,,,,60.14
2019.2387,,,,58.84
2019.2596,,,,57.04
2019.293,,,,56.64
2019.3202,,,,58.44
2019.3473,,,,60.54
2019.3745,,,,57.34
2019.4016,,,,55.74
2019.4287,,,,54.94
2019.4559,,,,59.44
2019.483,,,,59.34
2019.5102,,,,61.14
2019.5374,,,,60.14
2019.5645,,,,60.64
2019.5917,,,,61.84
2019.6187,,,,66.54
2019.6459,,,,69.04
2019.6731,,,,68.94
2019.7002,,,,70.54
2019.7274,,,,71.54
2019.7545,,,,70.54
2019.7817,,,,73.04
2019.8088,,,,72.84
2019.836,,,,71.34
2019.8631,,,,74.64
2019.8903,,,,72.14
2019.9174,,,,71.14
2019.9446,,,,70.74
2019.9717,,,,68.64
2019.9989,,,,67.34
2020.026,,,,63.34
2020.0531,,,,61.14
2020.0749,,,,61.74
2020.1119,,,,65.64
2020.1346,,,,63.94
2020.1617,,,,60.14
2020.1889,,,,61.74
2020.216,,,,58.24
2020.2432,,,,60.04
2020.2703,,,,62.24
2020.2975,,,,59.64
2020.3247,,,,59.24
2020.3518,,,,60.84
2020.3789,,,,61.34
2020.4061,,,,62.34
2020.4332,,,,62.44
2020.4595,,,,59.64
2020.4875,,,,62.64
2020.5147,,,,62.04
2020.5418,,,,63.94
2020.569,,,,65.64
2020.5961,,,,66.54
2020.6232,,,,65.34
2020.6504,,,,68.14
2020.6776,,,,70.94
2020.7048,,,,72.14
2020.7319,,,,73.44
2020.759,,,,75.44
2020.7862,,,,77.74
2020.8115,,,,78.14
2020.8413,,,,79.54
2020.8676,,,,77.64
2020.8948,,,,73.14
2020.9219,,,,75.64
2020.949,,,,72.64
2020.9762,,,,71.84
2021.0033,,,,71.14
2021.0305,,,,71.74
2021.0576,,,,70.74
2021.0848,,,,71.64
2021.1119,,,,67.34
2021.139,,,,64.74
2021.1662,,,,62.64
2021.1934,,,,64.24
2021.2205,,,,65.14
2021.2477,,,,67.54
2021.2748,,,,68.34
2021.3015,,,,68.04
2021.3291,,,,63.94
2021.3562,,,,65.34
2021.3834,,,,66.44
2021.4105,,,,65.34
2021.4377,,,,62.54
2021.4649,,,,66.34
2021.492,,,,67.14
2021.5192,,,,68.04
2021.5463,,,,68.14
2021.5735,,,,71.54
2021.6005,,,,73.24
2021.6278,,,,74.94
2021.6549,,,,72.14
2021.6821,,,,75.04
2021.7092,,,,78.44
2021.7364,,,,79.34
2021.7635,,,,81.04
2021.7906,,,,81.94
2021.8178,,,,83.64
2021.845,,,,80.24
2021.8721,,,,79.54
2021.8992,,,,79.74
2021.9264,,,,80.84
2021.9445,,,,77.24
